period,cluster,MedianRentPrice
2012-01,Cluster 2,1095.07
2012-02,Cluster 2,1095.07
2012-03,Cluster 2,1095.07
2012-04,Cluster 2,1095.07
2012-05,Cluster 2,1095.07
2012-06,Cluster 2,1095.07
2012-07,Cluster 2,1095.07
2012-08,Cluster 2,1095.07
2012-09,Cluster 2,1095.07
2012-10,Cluster 2,1095.07
2012-11,Cluster 2,1095.07
2012-12,Cluster 2,1095.07
2013-01,Cluster 2,1171.93
2013-02,Cluster 2,1171.93
2013-03,Cluster 2,1171.93
2013-04,Cluster 2,1171.93
2013-05,Cluster 2,1171.93
2013-06,Cluster 2,1171.93
2013-07,Cluster 2,1171.93
2013-08,Cluster 2,1171.93
2013-09,Cluster 2,1171.93
2013-10,Cluster 2,1171.93
2013-11,Cluster 2,1171.93
2013-12,Cluster 2,1171.93
2014-01,Cluster 2,1208.6
2014-02,Cluster 2,1208.6
2014-03,Cluster 2,1208.6
2014-04,Cluster 2,1208.6
2014-05,Cluster 2,1208.6
2014-06,Cluster 2,1208.6
2014-07,Cluster 2,1208.6
2014-08,Cluster 2,1208.6
2014-09,Cluster 2,1208.6
2014-10,Cluster 2,1208.6
2014-11,Cluster 2,1208.6
2014-12,Cluster 2,1208.6
2015-01,Cluster 2,1285.81
2015-02,Cluster 2,1285.81
2015-03,Cluster 2,1285.81
2015-04,Cluster 2,1285.81
2015-05,Cluster 2,1285.81
2015-06,Cluster 2,1285.81
2015-07,Cluster 2,1285.81
2015-08,Cluster 2,1285.81
2015-09,Cluster 2,1285.81
2015-10,Cluster 2,1285.81
2015-11,Cluster 2,1285.81
2015-12,Cluster 2,1285.81
2011-01,Cluster 20,1258.94
2011-02,Cluster 20,1258.94
2011-03,Cluster 20,1258.94
2011-04,Cluster 20,1258.94
2011-05,Cluster 20,1258.94
2011-06,Cluster 20,1258.94
2011-07,Cluster 20,1258.94
2011-08,Cluster 20,1258.94
2011-09,Cluster 20,1258.94
2011-10,Cluster 20,1258.94
2011-11,Cluster 20,1258.94
2011-12,Cluster 20,1258.94
2012-01,Cluster 20,1088.98
2012-02,Cluster 20,1088.98
2012-03,Cluster 20,1088.98
2012-04,Cluster 20,1088.98
2012-05,Cluster 20,1088.98
2012-06,Cluster 20,1088.98
2012-07,Cluster 20,1088.98
2012-08,Cluster 20,1088.98
2012-09,Cluster 20,1088.98
2012-10,Cluster 20,1088.98
2012-11,Cluster 20,1088.98
2012-12,Cluster 20,1088.98
2013-01,Cluster 20,1174.06
2013-02,Cluster 20,1174.06
2013-03,Cluster 20,1174.06
2013-04,Cluster 20,1174.06
2013-05,Cluster 20,1174.06
2013-06,Cluster 20,1174.06
2013-07,Cluster 20,1174.06
2013-08,Cluster 20,1174.06
2013-09,Cluster 20,1174.06
2013-10,Cluster 20,1174.06
2013-11,Cluster 20,1174.06
2013-12,Cluster 20,1174.06
2014-01,Cluster 20,1274.57
2014-02,Cluster 20,1274.57
2014-03,Cluster 20,1274.57
2014-04,Cluster 20,1274.57
2014-05,Cluster 20,1274.57
2014-06,Cluster 20,1274.57
2014-07,Cluster 20,1274.57
2014-08,Cluster 20,1274.57
2014-09,Cluster 20,1274.57
2014-10,Cluster 20,1274.57
2014-11,Cluster 20,1274.57
2014-12,Cluster 20,1274.57
2015-01,Cluster 20,1296.15
2015-02,Cluster 20,1296.15
2015-03,Cluster 20,1296.15
2015-04,Cluster 20,1296.15
2015-05,Cluster 20,1296.15
2015-06,Cluster 20,1296.15
2015-07,Cluster 20,1296.15
2015-08,Cluster 20,1296.15
2015-09,Cluster 20,1296.15
2015-10,Cluster 20,1296.15
2015-11,Cluster 20,1296.15
2015-12,Cluster 20,1296.15
2011-01,Cluster 21,1150.09
2011-02,Cluster 21,1150.09
2011-03,Cluster 21,1150.09
2011-04,Cluster 21,1150.09
2011-05,Cluster 21,1150.09
2011-06,Cluster 21,1150.09
2011-07,Cluster 21,1150.09
2011-08,Cluster 21,1150.09
2011-09,Cluster 21,1150.09
2011-10,Cluster 21,1150.09
2011-11,Cluster 21,1150.09
2011-12,Cluster 21,1150.09
2012-01,Cluster 21,1160.47
2012-02,Cluster 21,1160.47
2012-03,Cluster 21,1160.47
2012-04,Cluster 21,1160.47
2012-05,Cluster 21,1160.47
2012-06,Cluster 21,1160.47
2012-07,Cluster 21,1160.47
2012-08,Cluster 21,1160.47
2012-09,Cluster 21,1160.47
2012-10,Cluster 21,1160.47
2012-11,Cluster 21,1160.47
2012-12,Cluster 21,1160.47
2013-01,Cluster 21,1191.69
2013-02,Cluster 21,1191.69
2013-03,Cluster 21,1191.69
2013-04,Cluster 21,1191.69
2013-05,Cluster 21,1191.69
2013-06,Cluster 21,1191.69
2013-07,Cluster 21,1191.69
2013-08,Cluster 21,1191.69
2013-09,Cluster 21,1191.69
2013-10,Cluster 21,1191.69
2013-11,Cluster 21,1191.69
2013-12,Cluster 21,1191.69
2014-01,Cluster 21,1201.13
2014-02,Cluster 21,1201.13
2014-03,Cluster 21,1201.13
2014-04,Cluster 21,1201.13
2014-05,Cluster 21,1201.13
2014-06,Cluster 21,1201.13
2014-07,Cluster 21,1201.13
2014-08,Cluster 21,1201.13
2014-09,Cluster 21,1201.13
2014-10,Cluster 21,1201.13
2014-11,Cluster 21,1201.13
2014-12,Cluster 21,1201.13
2015-01,Cluster 21,1197.29
2015-02,Cluster 21,1197.29
2015-03,Cluster 21,1197.29
2015-04,Cluster 21,1197.29
2015-05,Cluster 21,1197.29
2015-06,Cluster 21,1197.29
2015-07,Cluster 21,1197.29
2015-08,Cluster 21,1197.29
2015-09,Cluster 21,1197.29
2015-10,Cluster 21,1197.29
2015-11,Cluster 21,1197.29
2015-12,Cluster 21,1197.29
2011-01,Cluster 22,1067.78
2011-02,Cluster 22,1067.78
2011-03,Cluster 22,1067.78
2011-04,Cluster 22,1067.78
2011-05,Cluster 22,1067.78
2011-06,Cluster 22,1067.78
2011-07,Cluster 22,1067.78
2011-08,Cluster 22,1067.78
2011-09,Cluster 22,1067.78
2011-10,Cluster 22,1067.78
2011-11,Cluster 22,1067.78
2011-12,Cluster 22,1067.78
2012-01,Cluster 22,1183.18
2012-02,Cluster 22,1183.18
2012-03,Cluster 22,1183.18
2012-04,Cluster 22,1183.18
2012-05,Cluster 22,1183.18
2012-06,Cluster 22,1183.18
2012-07,Cluster 22,1183.18
2012-08,Cluster 22,1183.18
2012-09,Cluster 22,1183.18
2012-10,Cluster 22,1183.18
2012-11,Cluster 22,1183.18
2012-12,Cluster 22,1183.18
2013-01,Cluster 22,1212
2013-02,Cluster 22,1212
2013-03,Cluster 22,1212
2013-04,Cluster 22,1212
2013-05,Cluster 22,1212
2013-06,Cluster 22,1212
2013-07,Cluster 22,1212
2013-08,Cluster 22,1212
2013-09,Cluster 22,1212
2013-10,Cluster 22,1212
2013-11,Cluster 22,1212
2013-12,Cluster 22,1212
2014-01,Cluster 22,1169.4
2014-02,Cluster 22,1169.4
2014-03,Cluster 22,1169.4
2014-04,Cluster 22,1169.4
2014-05,Cluster 22,1169.4
2014-06,Cluster 22,1169.4
2014-07,Cluster 22,1169.4
2014-08,Cluster 22,1169.4
2014-09,Cluster 22,1169.4
2014-10,Cluster 22,1169.4
2014-11,Cluster 22,1169.4
2014-12,Cluster 22,1169.4
2015-01,Cluster 22,1120.28
2015-02,Cluster 22,1120.28
2015-03,Cluster 22,1120.28
2015-04,Cluster 22,1120.28
2015-05,Cluster 22,1120.28
2015-06,Cluster 22,1120.28
2015-07,Cluster 22,1120.28
2015-08,Cluster 22,1120.28
2015-09,Cluster 22,1120.28
2015-10,Cluster 22,1120.28
2015-11,Cluster 22,1120.28
2015-12,Cluster 22,1120.28
2011-01,Cluster 23,908.75
2011-02,Cluster 23,908.75
2011-03,Cluster 23,908.75
2011-04,Cluster 23,908.75
2011-05,Cluster 23,908.75
2011-06,Cluster 23,908.75
2011-07,Cluster 23,908.75
2011-08,Cluster 23,908.75
2011-09,Cluster 23,908.75
2011-10,Cluster 23,908.75
2011-11,Cluster 23,908.75
2011-12,Cluster 23,908.75
2012-01,Cluster 23,917.77
2012-02,Cluster 23,917.77
2012-03,Cluster 23,917.77
2012-04,Cluster 23,917.77
2012-05,Cluster 23,917.77
2012-06,Cluster 23,917.77
2012-07,Cluster 23,917.77
2012-08,Cluster 23,917.77
2012-09,Cluster 23,917.77
2012-10,Cluster 23,917.77
2012-11,Cluster 23,917.77
2012-12,Cluster 23,917.77
2013-01,Cluster 23,926.03
2013-02,Cluster 23,926.03
2013-03,Cluster 23,926.03
2013-04,Cluster 23,926.03
2013-05,Cluster 23,926.03
2013-06,Cluster 23,926.03
2013-07,Cluster 23,926.03
2013-08,Cluster 23,926.03
2013-09,Cluster 23,926.03
2013-10,Cluster 23,926.03
2013-11,Cluster 23,926.03
2013-12,Cluster 23,926.03
2014-01,Cluster 23,910.6
2014-02,Cluster 23,910.6
2014-03,Cluster 23,910.6
2014-04,Cluster 23,910.6
2014-05,Cluster 23,910.6
2014-06,Cluster 23,910.6
2014-07,Cluster 23,910.6
2014-08,Cluster 23,910.6
2014-09,Cluster 23,910.6
2014-10,Cluster 23,910.6
2014-11,Cluster 23,910.6
2014-12,Cluster 23,910.6
2015-01,Cluster 23,978.68
2015-02,Cluster 23,978.68
2015-03,Cluster 23,978.68
2015-04,Cluster 23,978.68
2015-05,Cluster 23,978.68
2015-06,Cluster 23,978.68
2015-07,Cluster 23,978.68
2015-08,Cluster 23,978.68
2015-09,Cluster 23,978.68
2015-10,Cluster 23,978.68
2015-11,Cluster 23,978.68
2015-12,Cluster 23,978.68
2011-01,Cluster 24,781.35
2011-02,Cluster 24,781.35
2011-03,Cluster 24,781.35
2011-04,Cluster 24,781.35
2011-05,Cluster 24,781.35
2011-06,Cluster 24,781.35
2011-07,Cluster 24,781.35
2011-08,Cluster 24,781.35
2011-09,Cluster 24,781.35
2011-10,Cluster 24,781.35
2011-11,Cluster 24,781.35
2011-12,Cluster 24,781.35
2012-01,Cluster 24,814.52
2012-02,Cluster 24,814.52
2012-03,Cluster 24,814.52
2012-04,Cluster 24,814.52
2012-05,Cluster 24,814.52
2012-06,Cluster 24,814.52
2012-07,Cluster 24,814.52
2012-08,Cluster 24,814.52
2012-09,Cluster 24,814.52
2012-10,Cluster 24,814.52
2012-11,Cluster 24,814.52
2012-12,Cluster 24,814.52
2013-01,Cluster 24,875.52
2013-02,Cluster 24,875.52
2013-03,Cluster 24,875.52
2013-04,Cluster 24,875.52
2013-05,Cluster 24,875.52
2013-06,Cluster 24,875.52
2013-07,Cluster 24,875.52
2013-08,Cluster 24,875.52
2013-09,Cluster 24,875.52
2013-10,Cluster 24,875.52
2013-11,Cluster 24,875.52
2013-12,Cluster 24,875.52
2014-01,Cluster 24,812.06
2014-02,Cluster 24,812.06
2014-03,Cluster 24,812.06
2014-04,Cluster 24,812.06
2014-05,Cluster 24,812.06
2014-06,Cluster 24,812.06
2014-07,Cluster 24,812.06
2014-08,Cluster 24,812.06
2014-09,Cluster 24,812.06
2014-10,Cluster 24,812.06
2014-11,Cluster 24,812.06
2014-12,Cluster 24,812.06
2015-01,Cluster 24,776.52
2015-02,Cluster 24,776.52
2015-03,Cluster 24,776.52
2015-04,Cluster 24,776.52
2015-05,Cluster 24,776.52
2015-06,Cluster 24,776.52
2015-07,Cluster 24,776.52
2015-08,Cluster 24,776.52
2015-09,Cluster 24,776.52
2015-10,Cluster 24,776.52
2015-11,Cluster 24,776.52
2015-12,Cluster 24,776.52
2011-01,Cluster 25,1321.38
2011-02,Cluster 25,1321.38
2011-03,Cluster 25,1321.38
2011-04,Cluster 25,1321.38
2011-05,Cluster 25,1321.38
2011-06,Cluster 25,1321.38
2011-07,Cluster 25,1321.38
2011-08,Cluster 25,1321.38
2011-09,Cluster 25,1321.38
2011-10,Cluster 25,1321.38
2011-11,Cluster 25,1321.38
2011-12,Cluster 25,1321.38
2012-01,Cluster 25,1357.81
2012-02,Cluster 25,1357.81
2012-03,Cluster 25,1357.81
2012-04,Cluster 25,1357.81
2012-05,Cluster 25,1357.81
2012-06,Cluster 25,1357.81
2012-07,Cluster 25,1357.81
2012-08,Cluster 25,1357.81
2012-09,Cluster 25,1357.81
2012-10,Cluster 25,1357.81
2012-11,Cluster 25,1357.81
2012-12,Cluster 25,1357.81
2013-01,Cluster 25,1467.55
2013-02,Cluster 25,1467.55
2013-03,Cluster 25,1467.55
2013-04,Cluster 25,1467.55
2013-05,Cluster 25,1467.55
2013-06,Cluster 25,1467.55
2013-07,Cluster 25,1467.55
2013-08,Cluster 25,1467.55
2013-09,Cluster 25,1467.55
2013-10,Cluster 25,1467.55
2013-11,Cluster 25,1467.55
2013-12,Cluster 25,1467.55
2014-01,Cluster 25,1515.14
2014-02,Cluster 25,1515.14
2014-03,Cluster 25,1515.14
2014-04,Cluster 25,1515.14
2014-05,Cluster 25,1515.14
2014-06,Cluster 25,1515.14
2014-07,Cluster 25,1515.14
2014-08,Cluster 25,1515.14
2014-09,Cluster 25,1515.14
2014-10,Cluster 25,1515.14
2014-11,Cluster 25,1515.14
2014-12,Cluster 25,1515.14
2015-01,Cluster 25,1694.3
2015-02,Cluster 25,1694.3
2015-03,Cluster 25,1694.3
2015-04,Cluster 25,1694.3
2015-05,Cluster 25,1694.3
2015-06,Cluster 25,1694.3
2015-07,Cluster 25,1694.3
2015-08,Cluster 25,1694.3
2015-09,Cluster 25,1694.3
2015-10,Cluster 25,1694.3
2015-11,Cluster 25,1694.3
2015-12,Cluster 25,1694.3
2011-01,Cluster 26,1341.69
2011-02,Cluster 26,1341.69
2011-03,Cluster 26,1341.69
2011-04,Cluster 26,1341.69
2011-05,Cluster 26,1341.69
2011-06,Cluster 26,1341.69
2011-07,Cluster 26,1341.69
2011-08,Cluster 26,1341.69
2011-09,Cluster 26,1341.69
2011-10,Cluster 26,1341.69
2011-11,Cluster 26,1341.69
2011-12,Cluster 26,1341.69
2012-01,Cluster 26,1363.44
2012-02,Cluster 26,1363.44
2012-03,Cluster 26,1363.44
2012-04,Cluster 26,1363.44
2012-05,Cluster 26,1363.44
2012-06,Cluster 26,1363.44
2012-07,Cluster 26,1363.44
2012-08,Cluster 26,1363.44
2012-09,Cluster 26,1363.44
2012-10,Cluster 26,1363.44
2012-11,Cluster 26,1363.44
2012-12,Cluster 26,1363.44
2013-01,Cluster 26,1406.56
2013-02,Cluster 26,1406.56
2013-03,Cluster 26,1406.56
2013-04,Cluster 26,1406.56
2013-05,Cluster 26,1406.56
2013-06,Cluster 26,1406.56
2013-07,Cluster 26,1406.56
2013-08,Cluster 26,1406.56
2013-09,Cluster 26,1406.56
2013-10,Cluster 26,1406.56
2013-11,Cluster 26,1406.56
2013-12,Cluster 26,1406.56
2014-01,Cluster 26,1437.73
2014-02,Cluster 26,1437.73
2014-03,Cluster 26,1437.73
2014-04,Cluster 26,1437.73
2014-05,Cluster 26,1437.73
2014-06,Cluster 26,1437.73
2014-07,Cluster 26,1437.73
2014-08,Cluster 26,1437.73
2014-09,Cluster 26,1437.73
2014-10,Cluster 26,1437.73
2014-11,Cluster 26,1437.73
2014-12,Cluster 26,1437.73
2015-01,Cluster 26,1420.89
2015-02,Cluster 26,1420.89
2015-03,Cluster 26,1420.89
2015-04,Cluster 26,1420.89
2015-05,Cluster 26,1420.89
2015-06,Cluster 26,1420.89
2015-07,Cluster 26,1420.89
2015-08,Cluster 26,1420.89
2015-09,Cluster 26,1420.89
2015-10,Cluster 26,1420.89
2015-11,Cluster 26,1420.89
2015-12,Cluster 26,1420.89
2011-01,Cluster 27,1001.71
2011-02,Cluster 27,1001.71
2011-03,Cluster 27,1001.71
2011-04,Cluster 27,1001.71
2011-05,Cluster 27,1001.71
2011-06,Cluster 27,1001.71
2011-07,Cluster 27,1001.71
2011-08,Cluster 27,1001.71
2011-09,Cluster 27,1001.71
2011-10,Cluster 27,1001.71
2011-11,Cluster 27,1001.71
2011-12,Cluster 27,1001.71
2012-01,Cluster 27,1056.09
2012-02,Cluster 27,1056.09
2012-03,Cluster 27,1056.09
2012-04,Cluster 27,1056.09
2012-05,Cluster 27,1056.09
2012-06,Cluster 27,1056.09
2012-07,Cluster 27,1056.09
2012-08,Cluster 27,1056.09
2012-09,Cluster 27,1056.09
2012-10,Cluster 27,1056.09
2012-11,Cluster 27,1056.09
2012-12,Cluster 27,1056.09
2013-01,Cluster 27,1166.44
2013-02,Cluster 27,1166.44
2013-03,Cluster 27,1166.44
2013-04,Cluster 27,1166.44
2013-05,Cluster 27,1166.44
2013-06,Cluster 27,1166.44
2013-07,Cluster 27,1166.44
2013-08,Cluster 27,1166.44
2013-09,Cluster 27,1166.44
2013-10,Cluster 27,1166.44
2013-11,Cluster 27,1166.44
2013-12,Cluster 27,1166.44
2014-01,Cluster 27,1220.36
2014-02,Cluster 27,1220.36
2014-03,Cluster 27,1220.36
2014-04,Cluster 27,1220.36
2014-05,Cluster 27,1220.36
2014-06,Cluster 27,1220.36
2014-07,Cluster 27,1220.36
2014-08,Cluster 27,1220.36
2014-09,Cluster 27,1220.36
2014-10,Cluster 27,1220.36
2014-11,Cluster 27,1220.36
2014-12,Cluster 27,1220.36
2015-01,Cluster 27,1256.6
2015-02,Cluster 27,1256.6
2015-03,Cluster 27,1256.6
2015-04,Cluster 27,1256.6
2015-05,Cluster 27,1256.6
2015-06,Cluster 27,1256.6
2015-07,Cluster 27,1256.6
2015-08,Cluster 27,1256.6
2015-09,Cluster 27,1256.6
2015-10,Cluster 27,1256.6
2015-11,Cluster 27,1256.6
2015-12,Cluster 27,1256.6
2011-01,Cluster 28,850.13
2011-02,Cluster 28,850.13
2011-03,Cluster 28,850.13
2011-04,Cluster 28,850.13
2011-05,Cluster 28,850.13
2011-06,Cluster 28,850.13
2011-07,Cluster 28,850.13
2011-08,Cluster 28,850.13
2011-09,Cluster 28,850.13
2011-10,Cluster 28,850.13
2011-11,Cluster 28,850.13
2011-12,Cluster 28,850.13
2012-01,Cluster 28,857.01
2012-02,Cluster 28,857.01
2012-03,Cluster 28,857.01
2012-04,Cluster 28,857.01
2012-05,Cluster 28,857.01
2012-06,Cluster 28,857.01
2012-07,Cluster 28,857.01
2012-08,Cluster 28,857.01
2012-09,Cluster 28,857.01
2012-10,Cluster 28,857.01
2012-11,Cluster 28,857.01
2012-12,Cluster 28,857.01
2013-01,Cluster 28,891.06
2013-02,Cluster 28,891.06
2013-03,Cluster 28,891.06
2013-04,Cluster 28,891.06
2013-05,Cluster 28,891.06
2013-06,Cluster 28,891.06
2013-07,Cluster 28,891.06
2013-08,Cluster 28,891.06
2013-09,Cluster 28,891.06
2013-10,Cluster 28,891.06
2013-11,Cluster 28,891.06
2013-12,Cluster 28,891.06
2014-01,Cluster 28,928.4
2014-02,Cluster 28,928.4
2014-03,Cluster 28,928.4
2014-04,Cluster 28,928.4
2014-05,Cluster 28,928.4
2014-06,Cluster 28,928.4
2014-07,Cluster 28,928.4
2014-08,Cluster 28,928.4
2014-09,Cluster 28,928.4
2014-10,Cluster 28,928.4
2014-11,Cluster 28,928.4
2014-12,Cluster 28,928.4
2015-01,Cluster 28,851.94
2015-02,Cluster 28,851.94
2015-03,Cluster 28,851.94
2015-04,Cluster 28,851.94
2015-05,Cluster 28,851.94
2015-06,Cluster 28,851.94
2015-07,Cluster 28,851.94
2015-08,Cluster 28,851.94
2015-09,Cluster 28,851.94
2015-10,Cluster 28,851.94
2015-11,Cluster 28,851.94
2015-12,Cluster 28,851.94
2011-01,Cluster 29,545.6
2011-02,Cluster 29,545.6
2011-03,Cluster 29,545.6
2011-04,Cluster 29,545.6
2011-05,Cluster 29,545.6
2011-06,Cluster 29,545.6
2011-07,Cluster 29,545.6
2011-08,Cluster 29,545.6
2011-09,Cluster 29,545.6
2011-10,Cluster 29,545.6
2011-11,Cluster 29,545.6
2011-12,Cluster 29,545.6
2012-01,Cluster 29,512.92
2012-02,Cluster 29,512.92
2012-03,Cluster 29,512.92
2012-04,Cluster 29,512.92
2012-05,Cluster 29,512.92
2012-06,Cluster 29,512.92
2012-07,Cluster 29,512.92
2012-08,Cluster 29,512.92
2012-09,Cluster 29,512.92
2012-10,Cluster 29,512.92
2012-11,Cluster 29,512.92
2012-12,Cluster 29,512.92
2013-01,Cluster 29,513.67
2013-02,Cluster 29,513.67
2013-03,Cluster 29,513.67
2013-04,Cluster 29,513.67
2013-05,Cluster 29,513.67
2013-06,Cluster 29,513.67
2013-07,Cluster 29,513.67
2013-08,Cluster 29,513.67
2013-09,Cluster 29,513.67
2013-10,Cluster 29,513.67
2013-11,Cluster 29,513.67
2013-12,Cluster 29,513.67
2014-01,Cluster 29,587.06
2014-02,Cluster 29,587.06
2014-03,Cluster 29,587.06
2014-04,Cluster 29,587.06
2014-05,Cluster 29,587.06
2014-06,Cluster 29,587.06
2014-07,Cluster 29,587.06
2014-08,Cluster 29,587.06
2014-09,Cluster 29,587.06
2014-10,Cluster 29,587.06
2014-11,Cluster 29,587.06
2014-12,Cluster 29,587.06
2015-01,Cluster 29,673.56
2015-02,Cluster 29,673.56
2015-03,Cluster 29,673.56
2015-04,Cluster 29,673.56
2015-05,Cluster 29,673.56
2015-06,Cluster 29,673.56
2015-07,Cluster 29,673.56
2015-08,Cluster 29,673.56
2015-09,Cluster 29,673.56
2015-10,Cluster 29,673.56
2015-11,Cluster 29,673.56
2015-12,Cluster 29,673.56
2011-01,Cluster 3,1170.16
2011-02,Cluster 3,1170.16
2011-03,Cluster 3,1170.16
2011-04,Cluster 3,1170.16
2011-05,Cluster 3,1170.16
2011-06,Cluster 3,1170.16
2011-07,Cluster 3,1170.16
2011-08,Cluster 3,1170.16
2011-09,Cluster 3,1170.16
2011-10,Cluster 3,1170.16
2011-11,Cluster 3,1170.16
2011-12,Cluster 3,1170.16
2012-01,Cluster 3,1191.41
2012-02,Cluster 3,1191.41
2012-03,Cluster 3,1191.41
2012-04,Cluster 3,1191.41
2012-05,Cluster 3,1191.41
2012-06,Cluster 3,1191.41
2012-07,Cluster 3,1191.41
2012-08,Cluster 3,1191.41
2012-09,Cluster 3,1191.41
2012-10,Cluster 3,1191.41
2012-11,Cluster 3,1191.41
2012-12,Cluster 3,1191.41
2013-01,Cluster 3,1201.54
2013-02,Cluster 3,1201.54
2013-03,Cluster 3,1201.54
2013-04,Cluster 3,1201.54
2013-05,Cluster 3,1201.54
2013-06,Cluster 3,1201.54
2013-07,Cluster 3,1201.54
2013-08,Cluster 3,1201.54
2013-09,Cluster 3,1201.54
2013-10,Cluster 3,1201.54
2013-11,Cluster 3,1201.54
2013-12,Cluster 3,1201.54
