period,cluster,MedianPriceAsked
2011-01,Cluster 4,1725300
2011-02,Cluster 4,1715100
2011-03,Cluster 4,1708400
2011-04,Cluster 4,1693900
2011-05,Cluster 4,1679000
2011-06,Cluster 4,1661600
2011-07,Cluster 4,1652900
2011-08,Cluster 4,1651500
2011-09,Cluster 4,1655500
2011-10,Cluster 4,1651500
2011-11,Cluster 4,1645600
2011-12,Cluster 4,1646100
2012-01,Cluster 4,1651500
2012-02,Cluster 4,1653100
2012-03,Cluster 4,1654900
2012-04,Cluster 4,1665800
2012-05,Cluster 4,1682300
2012-06,Cluster 4,1686200
2012-07,Cluster 4,1679100
2012-08,Cluster 4,1681000
2012-09,Cluster 4,1677900
2012-10,Cluster 4,1660300
2012-11,Cluster 4,1642400
2012-12,Cluster 4,1644500
2013-01,Cluster 4,1650200
2013-02,Cluster 4,1656600
2013-03,Cluster 4,1658200
2013-04,Cluster 4,1658400
2013-05,Cluster 4,1662000
2013-06,Cluster 4,1678900
2013-07,Cluster 4,1699400
2013-08,Cluster 4,1712500
2013-09,Cluster 4,1722500
2013-10,Cluster 4,1733800
2013-11,Cluster 4,1747000
2013-12,Cluster 4,1757300
2014-01,Cluster 4,1761700
2014-02,Cluster 4,1759100
2014-03,Cluster 4,1758500
2014-04,Cluster 4,1770200
2014-05,Cluster 4,1791400
2014-06,Cluster 4,1815100
2014-07,Cluster 4,1826600
2014-08,Cluster 4,1823600
2014-09,Cluster 4,1813500
2014-10,Cluster 4,1808500
2014-11,Cluster 4,1807500
2014-12,Cluster 4,1816500
2015-01,Cluster 4,1831600
2015-02,Cluster 4,1842000
2015-03,Cluster 4,1848900
2015-04,Cluster 4,1864100
2015-05,Cluster 4,1879900
2015-06,Cluster 4,1897300
2015-07,Cluster 4,1920800
2015-08,Cluster 4,1939700
2015-09,Cluster 4,1952000
2015-10,Cluster 4,1967100
2015-11,Cluster 4,1978100
2015-12,Cluster 4,1982500
2011-01,Cluster 40,842900
2011-02,Cluster 40,835300
2011-03,Cluster 40,836600
2011-04,Cluster 40,840600
2011-05,Cluster 40,842000
2011-06,Cluster 40,840900
2011-07,Cluster 40,840100
2011-08,Cluster 40,839500
2011-09,Cluster 40,840600
2011-10,Cluster 40,842900
2011-11,Cluster 40,844400
2011-12,Cluster 40,846400
2012-01,Cluster 40,850500
2012-02,Cluster 40,854800
2012-03,Cluster 40,860100
2012-04,Cluster 40,865700
2012-05,Cluster 40,867100
2012-06,Cluster 40,865700
2012-07,Cluster 40,868300
2012-08,Cluster 40,872700
2012-09,Cluster 40,874200
2012-10,Cluster 40,874000
2012-11,Cluster 40,873300
2012-12,Cluster 40,874300
2013-01,Cluster 40,876400
2013-02,Cluster 40,879600
2013-03,Cluster 40,882100
2013-04,Cluster 40,883800
2013-05,Cluster 40,888400
2013-06,Cluster 40,894000
2013-07,Cluster 40,897100
2013-08,Cluster 40,902000
2013-09,Cluster 40,913700
2013-10,Cluster 40,924900
2013-11,Cluster 40,930600
2013-12,Cluster 40,932000
2014-01,Cluster 40,933300
2014-02,Cluster 40,933800
2014-03,Cluster 40,931200
2014-04,Cluster 40,930900
2014-05,Cluster 40,936100
2014-06,Cluster 40,941100
2014-07,Cluster 40,940100
2014-08,Cluster 40,939900
2014-09,Cluster 40,942400
2014-10,Cluster 40,946500
2014-11,Cluster 40,950700
2014-12,Cluster 40,954900
2015-01,Cluster 40,956300
2015-02,Cluster 40,961900
2015-03,Cluster 40,979100
2015-04,Cluster 40,1001900
2015-05,Cluster 40,1020800
2015-06,Cluster 40,1036900
2015-07,Cluster 40,1050500
2015-08,Cluster 40,1055400
2015-09,Cluster 40,1050700
2015-10,Cluster 40,1041800
2015-11,Cluster 40,1037900
2015-12,Cluster 40,1040600
2011-01,Cluster 41,0
2011-02,Cluster 41,0
2011-03,Cluster 41,0
2011-04,Cluster 41,0
2011-05,Cluster 41,0
2011-06,Cluster 41,0
2011-07,Cluster 41,0
2011-08,Cluster 41,0
2011-09,Cluster 41,0
2011-10,Cluster 41,0
2011-11,Cluster 41,0
2011-12,Cluster 41,0
2012-01,Cluster 41,0
2012-02,Cluster 41,0
2012-03,Cluster 41,0
2012-04,Cluster 41,0
2012-05,Cluster 41,0
2012-06,Cluster 41,0
2012-07,Cluster 41,0
2012-08,Cluster 41,0
2012-09,Cluster 41,0
2012-10,Cluster 41,0
2012-11,Cluster 41,0
2012-12,Cluster 41,657800
2013-01,Cluster 41,662100
2013-02,Cluster 41,658600
2013-03,Cluster 41,654100
2013-04,Cluster 41,648900
2013-05,Cluster 41,644700
2013-06,Cluster 41,644900
2013-07,Cluster 41,649300
2013-08,Cluster 41,654900
2013-09,Cluster 41,660900
2013-10,Cluster 41,666800
2013-11,Cluster 41,673200
2013-12,Cluster 41,676300
2014-01,Cluster 41,677400
2014-02,Cluster 41,681600
2014-03,Cluster 41,689300
2014-04,Cluster 41,691300
2014-05,Cluster 41,686000
2014-06,Cluster 41,684800
2014-07,Cluster 41,691800
2014-08,Cluster 41,699700
2014-09,Cluster 41,703800
2014-10,Cluster 41,707700
2014-11,Cluster 41,711100
2014-12,Cluster 41,711900
2015-01,Cluster 41,712800
2015-02,Cluster 41,719800
2015-03,Cluster 41,732500
2015-04,Cluster 41,744100
2015-05,Cluster 41,750200
2015-06,Cluster 41,754700
2015-07,Cluster 41,761000
2015-08,Cluster 41,766200
2015-09,Cluster 41,772300
2015-10,Cluster 41,782900
2015-11,Cluster 41,792800
2015-12,Cluster 41,798200
2011-01,Cluster 42,1260378
2011-02,Cluster 42,1247148
2011-03,Cluster 42,1244012
2011-04,Cluster 42,1245286
2011-05,Cluster 42,1246756
2011-06,Cluster 42,1242640
2011-07,Cluster 42,1244502
2011-08,Cluster 42,1254596
2011-09,Cluster 42,1261260
2011-10,Cluster 42,1261162
2011-11,Cluster 42,1260770
2011-12,Cluster 42,1256850
2012-01,Cluster 42,1246952
2012-02,Cluster 42,1235290
2012-03,Cluster 42,1232448
2012-04,Cluster 42,1235094
2012-05,Cluster 42,1239896
2012-06,Cluster 42,1247834
2012-07,Cluster 42,1257830
2012-08,Cluster 42,1264494
2012-09,Cluster 42,1265866
2012-10,Cluster 42,1265572
2012-11,Cluster 42,1268904
2012-12,Cluster 42,1272432
2013-01,Cluster 42,1272432
2013-02,Cluster 42,1277136
2013-03,Cluster 42,1286544
2013-04,Cluster 42,1294580
2013-05,Cluster 42,1296540
2013-06,Cluster 42,1298696
2013-07,Cluster 42,1302224
2013-08,Cluster 42,1306536
2013-09,Cluster 42,1311240
2013-10,Cluster 42,1319276
2013-11,Cluster 42,1325058
2013-12,Cluster 42,1325940
2014-01,Cluster 42,1327018
2014-02,Cluster 42,1331330
2014-03,Cluster 42,1334466
2014-04,Cluster 42,1338092
2014-05,Cluster 42,1343972
2014-06,Cluster 42,1352890
2014-07,Cluster 42,1366316
2014-08,Cluster 42,1381212
2014-09,Cluster 42,1388660
2014-10,Cluster 42,1397186
2014-11,Cluster 42,1408946
2014-12,Cluster 42,1412670
2015-01,Cluster 42,1404634
2015-02,Cluster 42,1398166
2015-03,Cluster 42,1396010
2015-04,Cluster 42,1398558
2015-05,Cluster 42,1411102
2015-06,Cluster 42,1427762
2015-07,Cluster 42,1439718
2015-08,Cluster 42,1445206
2015-09,Cluster 42,1455398
2015-10,Cluster 42,1466374
2015-11,Cluster 42,1474704
2015-12,Cluster 42,1479702
2011-01,Cluster 43,199234
2011-02,Cluster 43,198940
2011-03,Cluster 43,198548
2011-04,Cluster 43,196588
2011-05,Cluster 43,193550
2011-06,Cluster 43,190120
2011-07,Cluster 43,187082
2011-08,Cluster 43,184338
2011-09,Cluster 43,182084
2011-10,Cluster 43,180124
2011-11,Cluster 43,178360
2011-12,Cluster 43,177282
2012-01,Cluster 43,176792
2012-02,Cluster 43,177478
2012-03,Cluster 43,178948
2012-04,Cluster 43,180124
2012-05,Cluster 43,181202
2012-06,Cluster 43,181986
2012-07,Cluster 43,182574
2012-08,Cluster 43,184338
2012-09,Cluster 43,187082
2012-10,Cluster 43,189728
2012-11,Cluster 43,190904
2012-12,Cluster 43,191982
2013-01,Cluster 43,192864
2013-02,Cluster 43,193354
2013-03,Cluster 43,193550
2013-04,Cluster 43,194530
2013-05,Cluster 43,197666
2013-06,Cluster 43,202664
2013-07,Cluster 43,207270
2013-08,Cluster 43,211092
2013-09,Cluster 43,213150
2013-10,Cluster 43,211876
2013-11,Cluster 43,210504
2013-12,Cluster 43,211190
2014-01,Cluster 43,212758
2014-02,Cluster 43,214522
2014-03,Cluster 43,216678
2014-04,Cluster 43,218736
2014-05,Cluster 43,220892
2014-06,Cluster 43,223734
2014-07,Cluster 43,227164
2014-08,Cluster 43,230888
2014-09,Cluster 43,234612
2014-10,Cluster 43,238238
2014-11,Cluster 43,241766
2014-12,Cluster 43,244804
2015-01,Cluster 43,246862
2015-02,Cluster 43,248920
2015-03,Cluster 43,251860
2015-04,Cluster 43,256074
2015-05,Cluster 43,260778
2015-06,Cluster 43,266070
2015-07,Cluster 43,270186
2015-08,Cluster 43,271558
2015-09,Cluster 43,271362
2015-10,Cluster 43,271656
2015-11,Cluster 43,272146
2015-12,Cluster 43,272048
2011-01,Cluster 44,230256
2011-02,Cluster 44,228592
2011-03,Cluster 44,228800
2011-04,Cluster 44,229944
2011-05,Cluster 44,229944
2011-06,Cluster 44,228800
2011-07,Cluster 44,227344
2011-08,Cluster 44,227344
2011-09,Cluster 44,228592
2011-10,Cluster 44,230568
2011-11,Cluster 44,231920
2011-12,Cluster 44,232232
2012-01,Cluster 44,232752
2012-02,Cluster 44,234832
2012-03,Cluster 44,237016
2012-04,Cluster 44,235248
2012-05,Cluster 44,230880
2012-06,Cluster 44,227032
2012-07,Cluster 44,225056
2012-08,Cluster 44,223080
2012-09,Cluster 44,221728
2012-10,Cluster 44,219232
2012-11,Cluster 44,214968
2012-12,Cluster 44,212784
2013-01,Cluster 44,213304
2013-02,Cluster 44,215072
2013-03,Cluster 44,218400
2013-04,Cluster 44,227552
2013-05,Cluster 44,239408
2013-06,Cluster 44,246896
2013-07,Cluster 44,246688
2013-08,Cluster 44,244920
2013-09,Cluster 44,243880
2013-10,Cluster 44,243360
2013-11,Cluster 44,242736
2013-12,Cluster 44,243464
2014-01,Cluster 44,244400
2014-02,Cluster 44,244192
2014-03,Cluster 44,243152
2014-04,Cluster 44,240864
2014-05,Cluster 44,238576
2014-06,Cluster 44,239200
2014-07,Cluster 44,241800
2014-08,Cluster 44,243568
2014-09,Cluster 44,243984
2014-10,Cluster 44,244192
2014-11,Cluster 44,245440
2014-12,Cluster 44,249496
2015-01,Cluster 44,254904
2015-02,Cluster 44,258648
2015-03,Cluster 44,259064
2015-04,Cluster 44,259792
2015-05,Cluster 44,262808
2015-06,Cluster 44,266968
2015-07,Cluster 44,270504
2015-08,Cluster 44,272896
2015-09,Cluster 44,275184
2015-10,Cluster 44,280384
2015-11,Cluster 44,287664
2015-12,Cluster 44,294112
2011-01,Cluster 5,591224.2
2011-02,Cluster 5,591224.2
2011-03,Cluster 5,591224.2
2011-04,Cluster 5,591224.2
2011-05,Cluster 5,591224.2
2011-06,Cluster 5,591224.2
2011-07,Cluster 5,591224.2
2011-08,Cluster 5,591224.2
2011-09,Cluster 5,591224.2
2011-10,Cluster 5,591224.2
2011-11,Cluster 5,591224.2
2011-12,Cluster 5,591224.2
2012-01,Cluster 5,624398
2012-02,Cluster 5,624398
2012-03,Cluster 5,624398
2012-04,Cluster 5,624398
2012-05,Cluster 5,624398
2012-06,Cluster 5,624398
2012-07,Cluster 5,624398
2012-08,Cluster 5,624398
2012-09,Cluster 5,624398
2012-10,Cluster 5,624398
2012-11,Cluster 5,624398
2012-12,Cluster 5,624398
2013-01,Cluster 5,710087.3
2013-02,Cluster 5,710087.3
2013-03,Cluster 5,710087.3
2013-04,Cluster 5,710087.3
2013-05,Cluster 5,710087.3
2013-06,Cluster 5,710087.3
2013-07,Cluster 5,710087.3
2013-08,Cluster 5,710087.3
2013-09,Cluster 5,710087.3
2013-10,Cluster 5,710087.3
2013-11,Cluster 5,710087.3
2013-12,Cluster 5,710087.3
2014-01,Cluster 5,786608.49
2014-02,Cluster 5,786608.49
2014-03,Cluster 5,786608.49
2014-04,Cluster 5,786608.49
2014-05,Cluster 5,786608.49
2014-06,Cluster 5,786608.49
2014-07,Cluster 5,786608.49
2014-08,Cluster 5,786608.49
2014-09,Cluster 5,786608.49
2014-10,Cluster 5,786608.49
2014-11,Cluster 5,786608.49
2014-12,Cluster 5,786608.49
2015-01,Cluster 5,815384.62
2015-02,Cluster 5,815384.62
2015-03,Cluster 5,815384.62
2015-04,Cluster 5,815384.62
2015-05,Cluster 5,815384.62
2015-06,Cluster 5,815384.62
2015-07,Cluster 5,815384.62
2015-08,Cluster 5,815384.62
2015-09,Cluster 5,815384.62
2015-10,Cluster 5,815384.62
2015-11,Cluster 5,815384.62
2015-12,Cluster 5,815384.62
2011-01,Cluster 6,308000
2011-02,Cluster 6,301600
2011-03,Cluster 6,299800
2011-04,Cluster 6,298800
2011-05,Cluster 6,296900
2011-06,Cluster 6,294400
2011-07,Cluster 6,293300
2011-08,Cluster 6,291700
2011-09,Cluster 6,287400
2011-10,Cluster 6,281000
2011-11,Cluster 6,275000
2011-12,Cluster 6,270800
2012-01,Cluster 6,270900
2012-02,Cluster 6,273900
2012-03,Cluster 6,277100
2012-04,Cluster 6,278600
2012-05,Cluster 6,280600
2012-06,Cluster 6,283800
2012-07,Cluster 6,287100
2012-08,Cluster 6,289500
2012-09,Cluster 6,295100
2012-10,Cluster 6,304300
2012-11,Cluster 6,314500
2012-12,Cluster 6,321600
2013-01,Cluster 6,324700
2013-02,Cluster 6,325900
2013-03,Cluster 6,327200
2013-04,Cluster 6,329000
2013-05,Cluster 6,332100
2013-06,Cluster 6,334700
2013-07,Cluster 6,336300
2013-08,Cluster 6,337400
2013-09,Cluster 6,336400
2013-10,Cluster 6,334900
2013-11,Cluster 6,335100
2013-12,Cluster 6,333000
2014-01,Cluster 6,328200
2014-02,Cluster 6,327700
2014-03,Cluster 6,331500
2014-04,Cluster 6,334700
2014-05,Cluster 6,336400
2014-06,Cluster 6,339100
2014-07,Cluster 6,341700
2014-08,Cluster 6,346200
2014-09,Cluster 6,351400
2014-10,Cluster 6,356000
2014-11,Cluster 6,359100
2014-12,Cluster 6,358400
2015-01,Cluster 6,355100
2015-02,Cluster 6,354500
2015-03,Cluster 6,356200
2015-04,Cluster 6,359400
2015-05,Cluster 6,366400
2015-06,Cluster 6,376100
2015-07,Cluster 6,385600
2015-08,Cluster 6,391400
2015-09,Cluster 6,398200
2015-10,Cluster 6,407100
2015-11,Cluster 6,413900
2015-12,Cluster 6,415800
2011-01,Cluster 7,456465.27
2011-02,Cluster 7,456465.27
2011-03,Cluster 7,456465.27
2011-04,Cluster 7,456465.27
2011-05,Cluster 7,456465.27
2011-06,Cluster 7,456465.27
2011-07,Cluster 7,456465.27
2011-08,Cluster 7,456465.27
2011-09,Cluster 7,456465.27
2011-10,Cluster 7,456465.27
2011-11,Cluster 7,456465.27
2011-12,Cluster 7,456465.27
2012-01,Cluster 7,323214.29
2012-02,Cluster 7,323214.29
2012-03,Cluster 7,323214.29
2012-04,Cluster 7,323214.29
2012-05,Cluster 7,323214.29
2012-06,Cluster 7,323214.29
2012-07,Cluster 7,323214.29
2012-08,Cluster 7,323214.29
2012-09,Cluster 7,323214.29
2012-10,Cluster 7,323214.29
2012-11,Cluster 7,323214.29
2012-12,Cluster 7,323214.29
2013-01,Cluster 7,300000
2013-02,Cluster 7,300000
2013-03,Cluster 7,300000
2013-04,Cluster 7,300000
2013-05,Cluster 7,300000
2013-06,Cluster 7,300000
2013-07,Cluster 7,300000
2013-08,Cluster 7,300000
2013-09,Cluster 7,300000
2013-10,Cluster 7,300000
2013-11,Cluster 7,300000
2013-12,Cluster 7,300000
2014-01,Cluster 7,400000
2014-02,Cluster 7,400000
2014-03,Cluster 7,400000
2014-04,Cluster 7,400000
2014-05,Cluster 7,400000
2014-06,Cluster 7,400000
2014-07,Cluster 7,400000
2014-08,Cluster 7,400000
2014-09,Cluster 7,400000
2014-10,Cluster 7,400000
2014-11,Cluster 7,400000
2014-12,Cluster 7,400000
2015-01,Cluster 7,435714.29
2015-02,Cluster 7,435714.29
2015-03,Cluster 7,435714.29
2015-04,Cluster 7,435714.29
2015-05,Cluster 7,435714.29
2015-06,Cluster 7,435714.29
2015-07,Cluster 7,435714.29
2015-08,Cluster 7,435714.29
2015-09,Cluster 7,435714.29
2015-10,Cluster 7,435714.29
2015-11,Cluster 7,435714.29
2015-12,Cluster 7,435714.29
2011-01,Cluster 8,337500
2011-02,Cluster 8,337500
2011-03,Cluster 8,337500
2011-04,Cluster 8,337500
2011-05,Cluster 8,337500
2011-06,Cluster 8,337500
2011-07,Cluster 8,337500
2011-08,Cluster 8,337500
2011-09,Cluster 8,337500
2011-10,Cluster 8,337500
2011-11,Cluster 8,337500
2011-12,Cluster 8,337500
2012-01,Cluster 8,335087.72
2012-02,Cluster 8,335087.72
2012-03,Cluster 8,335087.72
2012-04,Cluster 8,335087.72
2012-05,Cluster 8,335087.72
2012-06,Cluster 8,335087.72
2012-07,Cluster 8,335087.72
2012-08,Cluster 8,335087.72
2012-09,Cluster 8,335087.72
2012-10,Cluster 8,335087.72
2012-11,Cluster 8,335087.72
2012-12,Cluster 8,335087.72
2013-01,Cluster 8,417857.14
2013-02,Cluster 8,417857.14
2013-03,Cluster 8,417857.14
2013-04,Cluster 8,417857.14
2013-05,Cluster 8,417857.14
2013-06,Cluster 8,417857.14
2013-07,Cluster 8,417857.14
2013-08,Cluster 8,417857.14
2013-09,Cluster 8,417857.14
2013-10,Cluster 8,417857.14
2013-11,Cluster 8,417857.14
2013-12,Cluster 8,417857.14
2014-01,Cluster 8,397701.15
2014-02,Cluster 8,397701.15
2014-03,Cluster 8,397701.15
2014-04,Cluster 8,397701.15
2014-05,Cluster 8,397701.15
2014-06,Cluster 8,397701.15
2014-07,Cluster 8,397701.15
2014-08,Cluster 8,397701.15
2014-09,Cluster 8,397701.15
2014-10,Cluster 8,397701.15
2014-11,Cluster 8,397701.15
2014-12,Cluster 8,397701.15
2015-01,Cluster 8,401333.33
2015-02,Cluster 8,401333.33
2015-03,Cluster 8,401333.33
2015-04,Cluster 8,401333.33
2015-05,Cluster 8,401333.33
2015-06,Cluster 8,401333.33
2015-07,Cluster 8,401333.33
2015-08,Cluster 8,401333.33
2015-09,Cluster 8,401333.33
2015-10,Cluster 8,401333.33
2015-11,Cluster 8,401333.33
2015-12,Cluster 8,401333.33
2011-01,Cluster 9,283190.71
2011-02,Cluster 9,283190.71
2011-03,Cluster 9,283190.71
2011-04,Cluster 9,283190.71
2011-05,Cluster 9,283190.71
2011-06,Cluster 9,283190.71
2011-07,Cluster 9,283190.71
2011-08,Cluster 9,283190.71
2011-09,Cluster 9,283190.71
2011-10,Cluster 9,283190.71
2011-11,Cluster 9,283190.71
2011-12,Cluster 9,283190.71
2012-01,Cluster 9,274113.27
2012-02,Cluster 9,274113.27
2012-03,Cluster 9,274113.27
2012-04,Cluster 9,274113.27
2012-05,Cluster 9,274113.27
2012-06,Cluster 9,274113.27
2012-07,Cluster 9,274113.27
2012-08,Cluster 9,274113.27
2012-09,Cluster 9,274113.27
2012-10,Cluster 9,274113.27
2012-11,Cluster 9,274113.27
2012-12,Cluster 9,274113.27
2013-01,Cluster 9,247492.5
2013-02,Cluster 9,247492.5
2013-03,Cluster 9,247492.5
2013-04,Cluster 9,247492.5
2013-05,Cluster 9,247492.5
2013-06,Cluster 9,247492.5
2013-07,Cluster 9,247492.5
2013-08,Cluster 9,247492.5
2013-09,Cluster 9,247492.5
2013-10,Cluster 9,247492.5
2013-11,Cluster 9,247492.5
2013-12,Cluster 9,247492.5
2014-01,Cluster 9,272596.09
2014-02,Cluster 9,272596.09
2014-03,Cluster 9,272596.09
2014-04,Cluster 9,272596.09
2014-05,Cluster 9,272596.09
2014-06,Cluster 9,272596.09
2014-07,Cluster 9,272596.09
2014-08,Cluster 9,272596.09
2014-09,Cluster 9,272596.09
2014-10,Cluster 9,272596.09
2014-11,Cluster 9,272596.09
2014-12,Cluster 9,272596.09
2015-01,Cluster 9,305307.6208
2015-02,Cluster 9,305307.6208
2015-03,Cluster 9,305307.6208
2015-04,Cluster 9,305307.6208
2015-05,Cluster 9,305307.6208
2015-06,Cluster 9,305307.6208
2015-07,Cluster 9,305307.6208
2015-08,Cluster 9,305307.6208
2015-09,Cluster 9,305307.6208
2015-10,Cluster 9,305307.6208
2015-11,Cluster 9,305307.6208
2015-12,Cluster 9,305307.6208
